Freq.	V(n003)
8.36838468468459e+004	1.96119990549174e-008,-1.40041356043810e-004
8.37839459459450e+004	1.95123193334119e-008,-1.39685016396834e-004
8.38840450450441e+004	1.94134600496132e-008,-1.39330709569633e-004
8.39841441441432e+004	1.93154118979014e-008,-1.38978417631478e-004
8.40842432432423e+004	1.92181657064970e-008,-1.38628122863711e-004
8.41843423423414e+004	1.91217124351365e-008,-1.38279807756618e-004
8.42844414414405e+004	1.90260431727948e-008,-1.37933455006348e-004
8.43845405405396e+004	1.89311491354544e-008,-1.37589047511888e-004
8.44846396396387e+004	1.88370216639187e-008,-1.37246568372100e-004
8.45847387387378e+004	1.87436522216705e-008,-1.36906000882795e-004
8.46848378378369e+004	1.86510323927724e-008,-1.36567328533870e-004
8.47849369369360e+004	1.85591538798100e-008,-1.36230535006491e-004
8.48850360360351e+004	1.84680085018758e-008,-1.35895604170324e-004
8.49851351351342e+004	1.83775881925929e-008,-1.35562520080816e-004
8.50852342342333e+004	1.82878849981789e-008,-1.35231266976519e-004
8.51853333333324e+004	1.81988910755467e-008,-1.34901829276467e-004
8.52854324324315e+004	1.81105986904444e-008,-1.34574191577590e-004
8.53855315315306e+004	1.80230002156300e-008,-1.34248338652180e-004
8.54856306306297e+004	1.79360881290836e-008,-1.33924255445395e-004
8.55857297297288e+004	1.78498550122529e-008,-1.33601927072804e-004
8.56858288288279e+004	1.77642935483348e-008,-1.33281338817982e-004
8.57859279279270e+004	1.76793965205885e-008,-1.32962476130139e-004
8.58860270270261e+004	1.75951568106826e-008,-1.32645324621788e-004
8.59861261261252e+004	1.75115673970737e-008,-1.32329870066458e-004
8.60862252252243e+004	1.74286213534161e-008,-1.32016098396438e-004
8.61863243243234e+004	1.73463118470026e-008,-1.31703995700569e-004
8.62864234234225e+004	1.72646321372344e-008,-1.31393548222063e-004
8.63865225225216e+004	1.71835755741211e-008,-1.31084742356361e-004
8.64866216216207e+004	1.71031355968088e-008,-1.30777564649032e-004
8.65867207207198e+004	1.70233057321360e-008,-1.30472001793699e-004
8.66868198198189e+004	1.69440795932176e-008,-1.30168040630004e-004
8.67869189189180e+004	1.68654508780545e-008,-1.29865668141605e-004
8.68870180180171e+004	1.67874133681710e-008,-1.29564871454207e-004
8.69871171171162e+004	1.67099609272761e-008,-1.29265637833626e-004
8.70872162162153e+004	1.66330874999514e-008,-1.28967954683877e-004
8.71873153153144e+004	1.65567871103622e-008,-1.28671809545307e-004
8.72874144144134e+004	1.64810538609938e-008,-1.28377190092746e-004
8.73875135135125e+004	1.64058819314106e-008,-1.28084084133692e-004
8.74876126126116e+004	1.63312655770382e-008,-1.27792479606529e-004
8.75877117117107e+004	1.62571991279683e-008,-1.27502364578769e-004
8.76878108108098e+004	1.61836769877859e-008,-1.27213727245324e-004
8.77879099099089e+004	1.61106936324170e-008,-1.26926555926804e-004
8.78880090090080e+004	1.60382436089987e-008,-1.26640839067846e-004
8.79881081081071e+004	1.59663215347691e-008,-1.26356565235466e-004
8.80882072072062e+004	1.58949220959780e-008,-1.26073723117440e-004
8.81883063063053e+004	1.58240400468170e-008,-1.25792301520709e-004
8.82884054054044e+004	1.57536702083692e-008,-1.25512289369806e-004
8.83885045045035e+004	1.56838074675779e-008,-1.25233675705318e-004
8.84886036036026e+004	1.56144467762340e-008,-1.24956449682358e-004
8.85887027027017e+004	1.55455831499812e-008,-1.24680600569074e-004
8.86888018018008e+004	1.54772116673401e-008,-1.24406117745175e-004
8.87889009008999e+004	1.54093274687482e-008,-1.24132990700478e-004
8.88889999999990e+004	1.53419257556184e-008,-1.23861209033484e-004
8.89890990990981e+004	1.52750017894139e-008,-1.23590762449970e-004
8.90891981981972e+004	1.52085508907391e-008,-1.23321640761606e-004
8.91892972972963e+004	1.51425684384469e-008,-1.23053833884593e-004
8.92893963963954e+004	1.50770498687620e-008,-1.22787331838324e-004
8.93894954954945e+004	1.50119906744196e-008,-1.22522124744058e-004
8.94895945945936e+004	1.49473864038186e-008,-1.22258202823626e-004
8.95896936936927e+004	1.48832326601906e-008,-1.21995556398144e-004
8.96897927927918e+004	1.48195251007825e-008,-1.21734175886758e-004
8.97898918918909e+004	1.47562594360545e-008,-1.21474051805398e-004
8.98899909909900e+004	1.46934314288908e-008,-1.21215174765558e-004
8.99900900900891e+004	1.46310368938249e-008,-1.20957535473089e-004
9.00901891891882e+004	1.45690716962779e-008,-1.20701124727015e-004
9.01902882882873e+004	1.45075317518099e-008,-1.20445933418362e-004
9.02903873873864e+004	1.44464130253848e-008,-1.20191952529010e-004
9.03904864864855e+004	1.43857115306472e-008,-1.19939173130558e-004
9.04905855855846e+004	1.43254233292117e-008,-1.19687586383208e-004
9.05906846846837e+004	1.42655445299648e-008,-1.19437183534663e-004
9.06907837837828e+004	1.42060712883783e-008,-1.19187955919047e-004
9.07908828828819e+004	1.41469998058343e-008,-1.18939894955835e-004
9.08909819819810e+004	1.40883263289624e-008,-1.18692992148800e-004
9.09910810810801e+004	1.40300471489869e-008,-1.18447239084980e-004
9.10911801801792e+004	1.39721586010861e-008,-1.18202627433656e-004
9.11912792792783e+004	1.39146570637620e-008,-1.17959148945344e-004
9.12913783783774e+004	1.38575389582201e-008,-1.17716795450808e-004
9.13914774774765e+004	1.38008007477608e-008,-1.17475558860078e-004
9.14915765765756e+004	1.37444389371795e-008,-1.17235431161491e-004
9.15916756756746e+004	1.36884500721778e-008,-1.16996404420743e-004
9.16917747747737e+004	1.36328307387841e-008,-1.16758470779952e-004
9.17918738738728e+004	1.35775775627839e-008,-1.16521622456738e-004
9.18919729729719e+004	1.35226872091592e-008,-1.16285851743316e-004
9.19920720720710e+004	1.34681563815375e-008,-1.16051151005599e-004
9.20921711711701e+004	1.34139818216500e-008,-1.15817512682318e-004
9.21922702702692e+004	1.33601603087984e-008,-1.15584929284152e-004
9.22923693693683e+004	1.33066886593303e-008,-1.15353393392872e-004
9.23924684684674e+004	1.32535637261238e-008,-1.15122897660496e-004
9.24925675675665e+004	1.32007823980798e-008,-1.14893434808453e-004
9.25926666666656e+004	1.31483415996230e-008,-1.14664997626770e-004
9.26927657657647e+004	1.30962382902109e-008,-1.14437578973255e-004
9.27928648648638e+004	1.30444694638507e-008,-1.14211171772704e-004
9.28929639639629e+004	1.29930321486242e-008,-1.13985769016112e-004
9.29930630630620e+004	1.29419234062198e-008,-1.13761363759901e-004
9.30931621621611e+004	1.28911403314728e-008,-1.13537949125151e-004
9.31932612612602e+004	1.28406800519125e-008,-1.13315518296850e-004
9.32933603603593e+004	1.27905397273168e-008,-1.13094064523148e-004
9.33934594594584e+004	1.27407165492740e-008,-1.12873581114626e-004
9.34935585585575e+004	1.26912077407510e-008,-1.12654061443575e-004
9.35936576576566e+004	1.26420105556693e-008,-1.12435498943277e-004
9.36937567567557e+004	1.25931222784868e-008,-1.12217887107310e-004
9.37938558558548e+004	1.25445402237871e-008,-1.12001219488848e-004
9.38939549549539e+004	1.24962617358741e-008,-1.11785489699984e-004
9.39940540540530e+004	1.24482841883746e-008,-1.11570691411049e-004
9.40941531531521e+004	1.24006049838454e-008,-1.11356818349954e-004
9.41942522522512e+004	1.23532215533877e-008,-1.11143864301529e-004
9.42943513513503e+004	1.23061313562676e-008,-1.10931823106877e-004
9.43944504504494e+004	1.22593318795415e-008,-1.10720688662740e-004
9.44945495495485e+004	1.22128206376883e-008,-1.10510454920864e-004
9.45946486486476e+004	1.21665951722471e-008,-1.10301115887382e-004
9.46947477477467e+004	1.21206530514599e-008,-1.10092665622199e-004
9.47948468468458e+004	1.20749918699208e-008,-1.09885098238391e-004
9.48949459459449e+004	1.20296092482301e-008,-1.09678407901607e-004
9.49950450450440e+004	1.19845028326535e-008,-1.09472588829480e-004
9.50951441441431e+004	1.19396702947866e-008,-1.09267635291048e-004
9.51952432432422e+004	1.18951093312253e-008,-1.09063541606184e-004
9.52953423423413e+004	1.18508176632401e-008,-1.08860302145025e-004
9.53954414414404e+004	1.18067930364563e-008,-1.08657911327423e-004
9.54955405405395e+004	1.17630332205383e-008,-1.08456363622388e-004
9.55956396396386e+004	1.17195360088795e-008,-1.08255653547550e-004
9.56957387387377e+004	1.16762992182961e-008,-1.08055775668622e-004
9.57958378378367e+004	1.16333206887259e-008,-1.07856724598870e-004
9.58959369369358e+004	1.15905982829320e-008,-1.07658494998596e-004
9.59960360360349e+004	1.15481298862100e-008,-1.07461081574620e-004
9.60961351351340e+004	1.15059134061010e-008,-1.07264479079774e-004
9.61962342342331e+004	1.14639467721071e-008,-1.07068682312399e-004
9.62963333333322e+004	1.14222279354130e-008,-1.06873686115854e-004
9.63964324324313e+004	1.13807548686101e-008,-1.06679485378023e-004
9.64965315315304e+004	1.13395255654264e-008,-1.06486075030839e-004
9.65966306306295e+004	1.12985380404586e-008,-1.06293450049803e-004
9.66967297297286e+004	1.12577903289095e-008,-1.06101605453518e-004
9.67968288288277e+004	1.12172804863288e-008,-1.05910536303227e-004
9.68969279279268e+004	1.11770065883580e-008,-1.05720237702350e-004
9.69970270270259e+004	1.11369667304782e-008,-1.05530704796039e-004
9.70971261261250e+004	1.10971590277628e-008,-1.05341932770729e-004
9.71972252252241e+004	1.10575816146330e-008,-1.05153916853698e-004
9.72973243243232e+004	1.10182326446171e-008,-1.04966652312635e-004
9.73974234234223e+004	1.09791102901135e-008,-1.04780134455208e-004
9.74975225225214e+004	1.09402127421567e-008,-1.04594358628642e-004
9.75976216216205e+004	1.09015382101873e-008,-1.04409320219304e-004
9.76977207207196e+004	1.08630849218247e-008,-1.04225014652286e-004
9.77978198198187e+004	1.08248511226438e-008,-1.04041437391000e-004
9.78979189189178e+004	1.07868350759539e-008,-1.03858583936773e-004
9.79980180180169e+004	1.07490350625820e-008,-1.03676449828457e-004
9.80981171171160e+004	1.07114493806584e-008,-1.03495030642026e-004
9.81982162162151e+004	1.06740763454056e-008,-1.03314321990198e-004
9.82983153153142e+004	1.06369142889301e-008,-1.03134319522048e-004
9.83984144144133e+004	1.05999615600173e-008,-1.02955018922632e-004
9.84985135135124e+004	1.05632165239296e-008,-1.02776415912612e-004
9.85986126126115e+004	1.05266775622068e-008,-1.02598506247889e-004
9.86987117117106e+004	1.04903430724697e-008,-1.02421285719241e-004
9.87988108108097e+004	1.04542114682262e-008,-1.02244750151961e-004
9.88989099099088e+004	1.04182811786807e-008,-1.02068895405502e-004
9.89990090090079e+004	1.03825506485455e-008,-1.01893717373129e-004
9.90991081081070e+004	1.03470183378553e-008,-1.01719211981573e-004
9.91992072072061e+004	1.03116827217843e-008,-1.01545375190684e-004
9.92993063063052e+004	1.02765422904655e-008,-1.01372202993100e-004
9.93994054054043e+004	1.02415955488127e-008,-1.01199691413909e-004
9.94995045045034e+004	1.02068410163455e-008,-1.01027836510322e-004
9.95996036036025e+004	1.01722772270159e-008,-1.00856634371345e-004
9.96997027027016e+004	1.01379027290378e-008,-1.00686081117461e-004
9.97998018018007e+004	1.01037160847186e-008,-1.00516172900308e-004
9.98999009008998e+004	1.00697158702937e-008,-1.00346905902370e-004
1.00000000000000e+005	1.00359006757621e-008,-1.00178276336660e-004
